Customer ID,Recency,Frequency,Monetary
12346.0,67,15,-51.739999999999995
12347.0,3,2,1323.32
12348.0,74,1,222.16
12349.0,43,4,2646.99
12351.0,11,1,300.93
12352.0,11,2,343.8
12353.0,44,1,317.76
12355.0,203,1,488.21000000000004
12356.0,16,3,3560.3
12357.0,24,2,12079.99
12358.0,11,3,2719.01
12359.0,61,8,2469.36
12360.0,15,6,1550.83
12361.0,98,3,321.35
12362.0,374,1,130.0
12366.0,269,1,500.24
12368.0,264,1,917.6999999999999
12369.0,49,3,1791.15
12370.0,260,3,774.62
12371.0,45,3,2179.42
12373.0,260,2,763.0500000000001
12374.0,57,3,2246.29
12376.0,25,2,503.15
12377.0,17,2,1798.2
12378.0,198,1,1407.7
12379.0,58,2,767.98
12380.0,17,10,5167.44
12382.0,318,1,-18.38
12385.0,15,2,1923.4
12386.0,2,1,258.9
12387.0,51,1,143.94
12388.0,81,2,1120.45
12389.0,38,3,1433.33
12391.0,100,6,2259.58
12392.0,227,1,234.75000000000003
12393.0,18,3,794.15
12395.0,7,4,2048.64
12396.0,310,1,931.43
12399.0,21,3,853.65
12400.0,50,1,205.25
12402.0,28,6,1018.55
12403.0,157,1,591.6600000000001
12404.0,318,1,63.24
12406.0,24,4,2791.46
12408.0,15,5,1437.07
12409.0,56,6,12033.539999999999
12410.0,138,1,320.38
12411.0,45,1,346.9
12412.0,38,5,1354.15
12413.0,38,1,241.35
12414.0,99,5,130.0
12415.0,11,7,19543.84
12416.0,292,1,202.56
12417.0,37,15,3109.91
12418.0,49,4,1348.37
12419.0,21,2,503.01
12421.0,51,3,286.56
12422.0,30,18,3315.79
12423.0,23,2,763.08
12424.0,58,5,1528.82
12425.0,66,2,903.61
12426.0,282,2,728.6800000000001
12427.0,7,1,303.5
12429.0,1,6,3685.11
12431.0,9,16,4303.02
12433.0,2,6,7052.99
12434.0,17,1,297.29
12435.0,32,4,6096.04
12437.0,29,28,7498.19
12439.0,318,3,1089.18
12440.0,93,3,768.15
12441.0,2,1,173.55
12443.0,368,1,485.31
12445.0,36,2,293.08000000000004
12449.0,46,2,768.6
12450.0,35,5,469.07
12451.0,99,4,3613.0099999999998
12454.0,31,7,4292.71
12455.0,81,4,3413.09
12457.0,53,2,554.53
12458.0,63,2,830.09
12459.0,241,1,454.36
12460.0,92,1,326.65
12466.0,318,1,56.73
12467.0,22,2,0.0
12468.0,66,7,2900.5099999999998
12469.0,158,2,3070.54
12470.0,325,1,211.95
12471.0,8,81,19197.49
12472.0,5,26,10727.21
12474.0,4,25,4849.98
12475.0,45,1,426.26
12476.0,10,18,7137.54
12477.0,35,3,7056.63
12480.0,35,4,2153.4700000000003
12481.0,1,8,6626.17
12482.0,85,32,21893.53
12483.0,14,14,2496.34
12484.0,113,8,1806.93
12485.0,165,1,708.1
12486.0,67,1,1037.28
12487.0,366,2,259.79999999999995
12490.0,14,12,4400.71
12492.0,39,1,452.0
12494.0,1,5,604.17
12495.0,270,2,323.4
12496.0,256,2,45.34
12497.0,36,3,5168.650000000001
12499.0,196,1,393.72
12500.0,71,12,1666.04
12503.0,220,1,1126.0
12504.0,53,2,297.0
12505.0,29,2,912.5
12507.0,220,1,539.25
12510.0,95,14,2706.76
12511.0,50,2,3065.77
12514.0,277,1,580.08
12516.0,66,2,1336.56
12519.0,100,2,354.35
12523.0,10,17,2455.48
12524.0,24,10,6605.64
12525.0,127,8,835.1800000000001
12527.0,130,2,386.8
12529.0,158,2,311.78000000000003
12530.0,45,7,2066.23
12531.0,316,2,1773.83
12533.0,254,6,1149.99
12537.0,44,1,732.94
12538.0,14,1,276.5
12539.0,86,3,5646.400000000001
12540.0,14,17,8798.25
12542.0,120,4,423.38
12543.0,84,1,980.25
12547.0,136,1,175.78
12549.0,211,6,1575.68
12553.0,21,3,896.57
12554.0,84,1,468.5
12555.0,318,1,129.23
12557.0,7,4,6725.18
12562.0,21,2,1185.18
12563.0,44,1,249.24
12567.0,3,8,4278.88
12568.0,280,1,70.0
12570.0,318,1,77.52
12573.0,17,4,556.87
12575.0,93,2,622.8199999999999
12576.0,28,5,776.89
12577.0,17,5,990.5
12578.0,21,3,1819.0900000000001
12580.0,212,1,637.2
12582.0,58,2,1469.04
12583.0,9,14,7157.5599999999995
12586.0,4,4,1848.73
12588.0,35,4,724.08
12589.0,50,9,2447.49
12590.0,137,2,-7.9
12591.0,26,2,886.1
12592.0,155,6,715.02
12594.0,14,6,1724.29
12595.0,140,1,299.02
12598.0,71,6,1411.99
12599.0,17,6,1264.14
12600.0,7,16,2374.75
12601.0,40,1,104.19999999999999
12605.0,1,5,1225.45
12606.0,318,1,21.0
12608.0,40,1,415.79
12609.0,10,7,2291.01
12613.0,24,7,3354.84
12615.0,49,7,3273.69
12616.0,18,2,388.1
12619.0,196,1,140.14
12621.0,1,22,10967.24
12623.0,52,8,3334.7400000000002
12625.0,145,2,2481.06
12629.0,21,2,1558.22
12631.0,67,6,2811.77
12632.0,156,4,738.88
12633.0,18,5,3454.58
12634.0,171,2,490.0
12635.0,28,2,1241.23
12636.0,374,1,141.0
12637.0,14,4,2280.91
12638.0,275,1,249.8
12639.0,70,2,826.27
12643.0,21,8,4490.66
12644.0,66,5,1337.63
12645.0,45,5,1743.72
12647.0,3,35,14012.87
12648.0,70,4,778.95
12649.0,1,7,1634.99
12651.0,14,4,251.29999999999998
12652.0,70,1,97.05000000000001
12653.0,162,1,1950.98
12655.0,59,1,261.35
12656.0,61,4,2338.06
12661.0,72,1,162.0
12662.0,9,11,3132.09
12663.0,260,3,204.0
12664.0,150,2,1188.16
12665.0,53,3,239.7
12666.0,30,1,1248.42
12668.0,14,6,7575.88
12670.0,21,2,764.24
12671.0,242,1,2622.481
12672.0,225,2,184.6
12673.0,37,1,619.5
12675.0,189,4,933.55
12676.0,44,6,1441.7
12677.0,191,3,389.3
12678.0,11,10,16262.87
12681.0,3,30,16874.17
12682.0,1,24,11657.59
12683.0,1,9,4197.51
12686.0,7,1,89.14
12687.0,116,2,2138.91
12691.0,56,1,134.6
12692.0,273,1,110.95
12693.0,32,5,809.46
12694.0,51,2,969.78
12695.0,164,3,825.02
12696.0,70,3,801.15
12698.0,226,1,339.75
12699.0,53,1,638.11
12701.0,165,4,1648.7
12703.0,269,5,617.48
12705.0,10,8,4739.76
12706.0,318,1,-91.89
12708.0,4,15,2501.84
12709.0,2,30,20769.63
12711.0,247,2,1339.05
12712.0,1,14,2738.03
12714.0,24,7,9384.85
12717.0,226,1,277.93
12720.0,5,13,2334.6
12721.0,1,4,1277.7
12724.0,19,3,1286.11
12725.0,7,4,2266.76
12726.0,23,4,1405.5
12727.0,78,3,1698.8300000000002
12728.0,19,1,233.84
12730.0,157,1,829.25
12731.0,78,5,6879.8
12733.0,25,5,1942.87
12734.0,10,2,529.25
12737.0,134,2,3710.5
12738.0,8,1,155.35
12739.0,21,2,1713.69
12741.0,165,2,406.07
12742.0,235,2,1185.02
12744.0,95,4,4037.77
12745.0,122,3,925.41
12746.0,163,3,230.85000000000002
12747.0,5,22,4949.08
12748.0,1,159,20491.27
12749.0,21,8,2460.29
12751.0,80,1,268.27
12755.0,1,19,4203.15
12758.0,95,6,6987.41
12759.0,22,5,3489.3
12760.0,91,1,347.8
12761.0,93,2,782.95
12763.0,5,1,320.08
12765.0,108,6,1404.58
12766.0,2,5,3036.8
12767.0,11,1,949.82
12768.0,67,2,3.552713678800501e-15
12770.0,35,6,1624.5
12771.0,100,2,262.5
12773.0,200,2,1.7763568394002505e-15
12774.0,171,1,98.7
12775.0,24,2,300.08
12776.0,303,1,55.5
12777.0,93,1,519.45
12778.0,32,3,953.45
12779.0,7,10,2538.06
12780.0,234,1,337.4
12782.0,10,8,2252.7200000000003
12784.0,165,1,1230.33
12785.0,171,3,773.6
12786.0,245,1,728.5
12787.0,49,2,395.52
12788.0,99,4,444.9
12789.0,148,2,181.5
12790.0,43,2,238.53
12791.0,9,8,585.15
12792.0,170,2,413.34
12793.0,7,2,471.85
12796.0,264,1,381.0
12797.0,1,4,531.28
12798.0,57,1,1533.8899999999999
12799.0,165,1,219.35
12800.0,106,3,584.25
12801.0,113,2,1031.87
12802.0,78,7,1937.84
12803.0,29,1,1092.81
12804.0,101,2,325.37
12805.0,17,4,1434.95
12806.0,71,4,2878.96
12807.0,18,3,269.95
12808.0,4,3,422.45
12809.0,189,6,1220.98
12810.0,170,2,534.99
12811.0,14,2,519.05
12813.0,137,3,1687.8
12817.0,35,2,524.94
12819.0,94,1,540.52
12820.0,33,9,1705.6
12821.0,247,1,128.07999999999998
12823.0,30,13,4742.0
12825.0,157,2,518.63
12826.0,1,8,1460.57
12829.0,186,1,92.30000000000001
12831.0,99,2,236.06
12835.0,54,49,5972.19
12836.0,25,13,3910.2200000000003
12837.0,205,1,528.5600000000001
12838.0,9,11,2672.3
12839.0,3,16,4344.21
12840.0,73,5,1299.6
12841.0,5,18,3468.36
12842.0,40,2,799.0
12843.0,18,25,4659.8
12844.0,78,2,322.64
12846.0,318,1,15.58
12847.0,23,1,765.36
12848.0,311,1,208.0
12849.0,17,4,2032.18
12850.0,81,1,330.0
12851.0,113,1,148.95
12853.0,57,7,1846.8
12854.0,197,6,1618.42
12855.0,8,4,612.84
12857.0,72,5,2577.85
12858.0,19,2,121.08
12859.0,94,1,575.1
12860.0,329,1,54.22
12861.0,255,1,68.25
12862.0,61,2,984.62
12863.0,15,5,2271.35
12864.0,144,1,152.45
12865.0,14,2,1755.24
12866.0,110,2,668.23
12867.0,33,6,3819.92
12868.0,9,3,640.0
12869.0,317,1,337.66999999999996
12870.0,2,4,1662.05
12871.0,75,1,363.38
12872.0,1,12,3055.37
12873.0,33,2,1653.3
12874.0,21,3,933.42
12875.0,107,3,1013.76
12876.0,30,3,1850.5700000000002
12877.0,37,8,1406.3700000000001
12880.0,17,2,640.13
12887.0,19,1,222.4
12889.0,17,6,365.66
12890.0,23,1,329.3
12891.0,94,9,488.5
12892.0,32,1,263.38
12894.0,211,1,157.35
12896.0,366,1,-29.75
12897.0,17,2,297.75
12898.0,99,2,296.21000000000004
12899.0,49,1,366.4
12900.0,58,1,340.33
12903.0,64,1,833.53
12905.0,212,3,1011.82
12907.0,31,3,440.36
12908.0,16,3,1026.0
12909.0,58,5,905.94
12910.0,15,6,2671.98
12911.0,187,1,1651.72
12913.0,4,9,4217.2300000000005
12914.0,36,1,223.98
12915.0,8,7,721.2
12916.0,78,3,1534.78
12917.0,36,7,3735.5
12918.0,262,3,-10953.5
12920.0,207,3,323.86
12921.0,2,55,18249.71
12923.0,26,2,597.6
12924.0,28,9,1493.2
12925.0,228,1,35.28
12926.0,47,4,1523.97
12927.0,30,1,197.31
12928.0,14,7,2242.19
12931.0,16,51,37836.86
12932.0,175,8,1698.56
12933.0,16,7,970.6
12934.0,372,1,181.65
12935.0,10,11,2025.56
12937.0,99,5,1593.34
12939.0,15,12,13683.0
12941.0,360,1,377.49
12942.0,1,1,258.75
12943.0,29,3,492.75
12945.0,292,1,437.16
12946.0,72,1,324.45
12947.0,9,1,304.04
12948.0,366,2,252.48000000000002
12949.0,18,18,11247.98
12951.0,10,12,2122.35
12953.0,158,1,498.96000000000004
12954.0,274,1,162.45
12956.0,320,3,413.82
12957.0,177,9,4649.38
12958.0,36,2,467.34
12959.0,120,2,133.35
12960.0,49,4,1322.07
12961.0,15,1,211.99
12963.0,1,6,1671.76
12964.0,73,1,132.24
12967.0,7,2,2646.02
12969.0,238,1,122.45
12970.0,16,6,1048.13
12971.0,2,34,4552.4800000000005
12972.0,49,6,1115.95
12973.0,49,1,385.55
12974.0,201,1,264.15
12975.0,66,8,1993.99
12976.0,14,7,2417.7799999999997
12977.0,137,3,474.64
12978.0,21,6,2496.07
12979.0,365,2,479.53999999999996
12980.0,15,14,8817.33
12982.0,24,15,2184.92
12983.0,234,1,490.08000000000004
12986.0,38,12,1998.3400000000001
12987.0,56,3,753.51
12989.0,60,20,5992.29
12990.0,53,4,546.0
12991.0,25,1,261.06
12992.0,361,1,93.35000000000001
12993.0,59,6,776.5
12996.0,11,1,355.5
12997.0,24,9,867.1700000000001
12998.0,128,4,897.38
13000.0,206,2,430.15000000000003
13001.0,40,22,14241.53
13002.0,52,2,293.18
13004.0,22,24,5530.56
13005.0,63,3,466.08
13007.0,215,1,175.25
13008.0,33,5,364.81
13009.0,308,1,234.0
13010.0,10,2,330.12
13011.0,8,1,50.550000000000004
13012.0,65,4,1279.56
13013.0,7,18,7814.83
13014.0,63,2,1855.4
13015.0,64,9,3119.44
13018.0,37,8,2470.06
13019.0,15,8,1212.95
13020.0,184,5,606.96
13021.0,1,13,2201.98
13022.0,65,1,65.3
13023.0,164,1,759.13
13024.0,100,3,535.42
13025.0,367,1,323.39
13026.0,124,5,753.97
13027.0,21,17,10140.0
13029.0,10,2,679.8
13030.0,4,1,402.36
13031.0,43,5,3292.84
13032.0,28,8,1793.48
13033.0,65,1,30.0
13034.0,5,2,279.91
13035.0,67,1,442.32
13036.0,320,1,307.1
13037.0,35,13,2961.48
13039.0,220,4,1010.73
13041.0,86,4,799.13
13042.0,220,4,1454.84
13044.0,128,12,4257.88
13045.0,37,2,503.64
13046.0,92,1,319.94
13047.0,9,27,5387.62
13048.0,72,8,2210.67
13049.0,25,3,727.46
13050.0,2,30,6107.83
13051.0,214,2,155.8
13052.0,56,6,2771.18
13053.0,257,1,127.65
13054.0,318,1,-14.0
13055.0,45,2,1090.55
13056.0,187,1,209.48
13057.0,166,4,528.24
13059.0,49,11,2077.82
13063.0,116,1,188.4
13064.0,186,2,561.25
13065.0,9,6,1050.1000000000001
13067.0,45,2,393.05
13069.0,5,17,4968.150000000001
13070.0,95,4,515.1
13071.0,248,1,129.22
13073.0,47,2,418.08
13074.0,147,5,1362.8400000000001
13076.0,93,1,135.4
13077.0,2,11,2301.85
13078.0,2,53,16451.55
13079.0,53,1,199.08
13080.0,37,4,202.75
13081.0,7,25,30363.670000000002
13082.0,60,15,3673.44
13083.0,61,1,91.67999999999999
13084.0,123,2,116.44999999999999
13085.0,56,7,1187.08
13086.0,18,1,439.33000000000004
13087.0,362,1,313.64
13088.0,53,1,236.11
13089.0,4,132,55801.73
13090.0,1,15,5078.94
13091.0,365,4,-450.03999999999996
13092.0,50,9,1547.5
13093.0,9,76,46332.26
13094.0,4,2,505.8
13096.0,30,1,419.70000000000005
13097.0,24,26,6910.49
13100.0,260,1,-1598.67
13101.0,134,3,594.21
13102.0,1,16,5103.83
13103.0,73,2,465.70000000000005
13104.0,51,3,610.62
13105.0,72,1,72.0
13106.0,49,1,526.96
13107.0,45,10,3585.55
13108.0,8,2,748.46
13109.0,185,2,340.74
13110.0,73,6,1443.3000000000002
13111.0,354,1,321.88000000000005
13112.0,177,3,-5.44
13113.0,2,22,6067.5599999999995
13114.0,366,1,234.38
13115.0,2,10,3168.82
13117.0,1,13,1657.2
13118.0,12,5,1209.1
13119.0,304,1,134.9
13123.0,108,2,506.75
13124.0,21,1,885.33
13125.0,159,1,148.62
13126.0,2,11,1846.18
13128.0,267,1,263.5
13129.0,88,2,233.25
13131.0,54,4,2240.47
13133.0,95,1,90.65
13134.0,38,2,681.65
13135.0,127,1,275.45
13136.0,1,14,3532.42
13137.0,22,8,3983.65
13138.0,8,3,492.1
13139.0,73,1,3138.04
13140.0,2,3,790.71
13141.0,21,15,5138.33
13143.0,218,2,399.2
13144.0,67,1,24.4
13145.0,8,4,805.0
13148.0,25,19,4674.99
13150.0,106,4,435.02
13151.0,261,3,1145.79
13152.0,53,9,2114.98
13154.0,35,4,1609.29
13155.0,4,3,778.42
13156.0,21,3,1586.54
13157.0,45,5,3946.14
13158.0,24,1,307.12
13161.0,136,1,359.38
13162.0,16,14,7471.95
13163.0,246,2,0.0
13164.0,205,3,297.46000000000004
13165.0,49,1,429.68
13166.0,50,1,458.73
13167.0,26,1,333.82
13168.0,178,1,541.14
13169.0,198,1,127.2
13172.0,36,1,69.6
13173.0,3,12,2193.26
13174.0,5,10,6621.6
13175.0,190,4,793.1
13177.0,66,1,229.75
13178.0,33,14,8272.42
13179.0,254,1,572.3100000000001
13180.0,243,1,86.10000000000001
13181.0,17,1,359.69
13183.0,30,9,3053.1
13187.0,260,4,86.64
13190.0,180,4,518.76
13191.0,294,1,164.69
13192.0,154,6,1632.59
13194.0,57,1,412.08
13195.0,50,1,136.73
13196.0,79,4,1261.86
13197.0,245,1,373.01000000000005
13198.0,21,4,1528.19
13199.0,2,31,6601.02
13201.0,138,4,1233.06
13202.0,14,8,1571.35
13203.0,22,7,1761.09
13204.0,367,1,966.6600000000001
13205.0,79,1,2803.2
13206.0,36,15,8211.0
13207.0,87,2,285.6
13208.0,85,3,758.65
13209.0,150,5,2617.9
13211.0,17,9,1500.9
13213.0,14,8,2316.19
13214.0,53,7,3264.23
13215.0,38,1,81.6
13217.0,291,1,132.5
13219.0,254,1,76.23
13220.0,211,1,516.8
13222.0,213,1,88.5
13223.0,59,4,805.9200000000001
13225.0,57,9,9796.23
13226.0,29,1,204.25
13230.0,1,17,3457.83
13231.0,182,1,-355.2
13233.0,56,2,571.34
13234.0,308,2,346.5
13237.0,23,1,643.0
13238.0,66,2,305.9
13239.0,73,5,1250.28
13240.0,1,6,958.86
13241.0,47,1,112.53
13242.0,87,4,429.0
13243.0,85,4,635.26
13245.0,68,1,558.72
13246.0,29,7,1345.68
13249.0,37,6,897.52
13250.0,88,3,245.59
13251.0,38,1,252.68
13252.0,30,3,341.3
13253.0,66,2,1920.71
13254.0,12,1,51.410000000000004
13255.0,9,2,504.95
13257.0,63,3,117.95
13258.0,15,2,336.59999999999997
13259.0,33,8,1119.36
13262.0,25,2,373.16
13263.0,29,4,1239.27
13264.0,78,1,722.5600000000001
13266.0,31,11,2247.63
13267.0,2,25,5107.77
13269.0,5,14,3545.47
13270.0,2,1,590.0
13274.0,45,1,360.85
13275.0,19,2,238.86
13276.0,33,5,1280.28
13277.0,16,3,264.9
13278.0,35,4,885.47
13280.0,15,5,1469.37
13281.0,73,3,306.45
13282.0,42,1,181.05
13283.0,203,2,279.7
13285.0,236,2,655.47
13286.0,236,1,734.91
13287.0,219,7,519.67
13288.0,79,6,892.16
13289.0,359,1,307.95
13290.0,66,3,-208.63
13291.0,50,10,2909.68
13292.0,46,4,408.85
13293.0,28,7,1180.34
13294.0,282,1,815.79
13295.0,8,8,860.07
13296.0,59,5,705.11
13297.0,21,4,2262.82
13299.0,49,4,1030.8
13300.0,24,3,901.9200000000001
13302.0,162,1,95.45
13303.0,36,1,61.72
13304.0,84,6,820.37
13305.0,8,7,1751.75
13306.0,66,1,53.65
13307.0,123,2,258.34
13308.0,232,1,284.86
13309.0,28,1,249.58
13310.0,16,2,409.17
13312.0,87,1,124.75
13313.0,115,10,1867.95
13315.0,325,1,310.26
13316.0,28,7,7085.49
13317.0,15,22,3928.4610000000002
13319.0,1,45,11041.75
13320.0,64,3,669.25
13324.0,64,11,3348.57
13326.0,68,1,281.76
13327.0,1,15,6123.46
13329.0,2,11,4236.62
13330.0,91,3,1655.17
13331.0,37,1,262.4
13333.0,47,3,1015.74
13334.0,172,3,2692.73
13335.0,176,1,-955.06
13337.0,154,2,1548.55
13338.0,169,7,1791.8
13340.0,53,5,11364.08
13342.0,218,1,-14.100000000000001
13346.0,98,6,299.4
13353.0,24,1,-28.849999999999998
13357.0,130,4,3196.11
13359.0,29,2,570.7
13360.0,64,7,1464.1
13361.0,108,2,1450.5
13362.0,14,5,2272.08
13363.0,45,1,731.36
13365.0,29,1,-26.9
13367.0,67,1,510.20000000000005
13368.0,50,3,462.7
13369.0,1,1,308.28000000000003
13370.0,2,2,721.32
13371.0,134,4,2271.46
13373.0,51,3,4274.94
13374.0,50,2,422.8
13375.0,80,1,1013.58
13377.0,32,4,1495.43
13378.0,58,1,-756.4
13380.0,68,1,62.4
13381.0,15,8,4558.21
13382.0,64,4,1164.59
13383.0,179,1,305.28000000000003
13384.0,26,6,2512.81
13386.0,50,2,835.46
13387.0,53,1,186.94
13388.0,239,1,508.55
13392.0,313,1,91.14
13393.0,219,6,1105.85
13394.0,15,14,4011.08
13395.0,36,2,872.51
13397.0,73,7,1554.93
13398.0,84,1,213.0
13399.0,100,3,275.4
13400.0,210,2,300.93
13401.0,260,1,-1834.14
13402.0,8,3,913.9000000000001
13403.0,23,2,154.5
13405.0,109,6,624.11
13406.0,63,3,557.22
13407.0,214,6,2111.89
13408.0,7,57,23365.442
13409.0,260,1,-525.65
13410.0,29,5,1183.6
13412.0,256,1,487.34999999999997
13413.0,275,8,345.8
13414.0,99,4,1091.74
13415.0,108,5,665.42
13416.0,372,1,228.3
13417.0,183,5,953.0600000000001
13418.0,8,16,6020.02
13421.0,42,8,2212.84
13423.0,64,1,217.03
13424.0,80,2,557.92
13425.0,144,5,1738.52
13426.0,18,12,4526.06
13427.0,113,3,423.93
13428.0,150,2,276.76
13431.0,42,7,2020.14
13432.0,207,2,439.1
13433.0,73,5,656.87
13434.0,21,3,1132.6200000000001
13435.0,12,2,637.44
13438.0,183,1,46.5
13439.0,24,2,702.9
13440.0,59,10,1213.95
13441.0,67,1,424.26
13442.0,303,3,419.87
13443.0,84,7,1240.71
13444.0,10,2,619.08
13445.0,262,1,241.89999999999998
13446.0,56,18,3608.86
13448.0,9,11,4935.78
13450.0,10,8,2073.82
13451.0,17,7,4180.55
13452.0,108,1,139.8
13453.0,29,3,402.01
13454.0,277,1,219.87
13455.0,2,8,1766.47
13457.0,324,4,143.27
13458.0,15,2,2312.7
13459.0,260,2,1160.4099999999999
13461.0,36,5,2693.5
13462.0,46,4,1002.35
13463.0,56,1,-158.65
13464.0,30,6,2409.21
13465.0,82,2,931.12
13466.0,32,5,654.3
13468.0,4,49,7419.86
13469.0,289,1,82.4
13472.0,99,2,592.24
13473.0,210,7,1993.44
13474.0,79,2,419.75
13476.0,42,3,823.0
13477.0,91,5,1364.59
13478.0,105,7,2068.03
13479.0,85,4,517.5
13480.0,52,2,627.82
13481.0,4,7,2022.03
13482.0,263,1,151.45
13484.0,19,3,453.52
13485.0,12,14,2503.68
13487.0,141,2,271.47
13488.0,3,13,6603.12
13490.0,290,1,154.25
13491.0,8,18,3350.7400000000002
13495.0,2,9,3256.49
13497.0,4,6,945.28
13498.0,366,1,327.38
13500.0,37,1,299.53
13501.0,122,3,1529.79
13502.0,46,3,482.6
13503.0,115,11,1530.54
13506.0,5,6,1156.83
13508.0,278,1,176.07999999999998
13509.0,143,1,135.0
13510.0,11,12,2703.23
13511.0,119,2,244.61
13512.0,23,3,462.18
13513.0,77,3,591.89
13514.0,64,3,663.7
13515.0,85,2,374.7
13516.0,53,1,295.85
13519.0,78,1,220.46
13520.0,7,8,3192.9
13523.0,2,2,1136.64
13526.0,374,4,942.5999999999999
13527.0,54,6,2288.98
13528.0,318,1,-40.0
13530.0,270,1,402.97999999999996
13531.0,2,5,1254.72
13534.0,10,17,1711.42
13535.0,38,1,89.5
13537.0,61,2,717.85
13538.0,32,5,1822.28
13539.0,56,5,925.42
13540.0,103,3,632.39
13541.0,59,3,717.9
13542.0,12,18,3924.09
13543.0,270,2,1439.6100000000001
13544.0,47,5,505.64
13545.0,26,3,337.64
13546.0,18,2,465.15
13547.0,44,1,167.08
13548.0,107,1,223.28
13549.0,23,1,87.6
13550.0,19,1,342.55
13551.0,302,1,152.39999999999998
13552.0,45,16,3049.1
13553.0,310,1,499.6
13554.0,16,10,1547.46
13555.0,14,12,4700.11
13556.0,65,2,200.82
13557.0,30,14,2396.02
13559.0,148,2,990.0
13561.0,33,10,1661.54
13562.0,37,5,3038.85
13564.0,4,50,14948.800000000001
13565.0,47,1,174.57999999999998
13566.0,70,3,831.76
13567.0,64,5,1074.19
13569.0,3,3,497.74
13571.0,18,14,2448.32
13573.0,15,4,614.27
13574.0,47,1,404.45
13576.0,9,13,4812.85
13577.0,18,9,1688.32
13578.0,45,1,147.66
13579.0,5,5,1068.8
13580.0,42,1,107.75
13581.0,50,1,162.53
13582.0,25,2,241.68
13583.0,315,1,664.001
13584.0,134,4,198.0
13585.0,166,4,674.46
13586.0,177,1,127.28
13587.0,85,3,961.1
13589.0,85,4,741.09
13590.0,11,14,4308.62
13591.0,71,5,964.0600000000001
13593.0,23,10,3479.73
13594.0,121,2,111.45000000000002
13595.0,152,3,784.48
